datetime,grid_id,value
2018-02-03T18:30:00Z,HANW9,156.6666667
2018-02-03T18:30:00Z,HM74A,165.875
2018-02-03T18:30:00Z,KZ9W9,93.153125
2018-02-03T18:30:00Z,P8JA5,137.2
2018-02-03T18:30:00Z,PJNW1,81.89666667
2018-02-04T08:00:00Z,3S31A,19.84444444
2018-02-04T08:00:00Z,A2FBI,15.77777778
2018-02-04T08:00:00Z,DJN0F,22.15555556
2018-02-04T08:00:00Z,E5P9N,29.7
2018-02-04T08:00:00Z,FRITQ,31.23333333
2018-02-04T08:00:00Z,H96P6,11.73333333
2018-02-04T08:00:00Z,PG3MI,32.77777778
2018-02-04T08:00:00Z,QJHW4,7.971428571
2018-02-04T08:00:00Z,WT52R,7.05
2018-02-04T08:00:00Z,X5DKW,25.88888889
2018-02-04T08:00:00Z,ZP1FZ,11.16666667
2018-02-04T08:00:00Z,ZZ8JF,15.94444444
2018-02-04T16:00:00Z,1X116,13.3
2018-02-04T16:00:00Z,90BZ1,10.9
2018-02-04T16:00:00Z,9Q6TA,11.77777778
2018-02-04T16:00:00Z,KW43U,11.7
2018-02-04T16:00:00Z,VR4WG,13.6
2018-02-04T16:00:00Z,XJF9O,14
2018-02-04T16:00:00Z,XNLVD,23
2018-02-04T18:30:00Z,1Z2W7,162.8268421
2018-02-04T18:30:00Z,90S79,148.6315789
2018-02-04T18:30:00Z,A7UCQ,132.5629231
2018-02-04T18:30:00Z,D7S1G,89.30434783
2018-02-04T18:30:00Z,E2AUK,157.2538462
2018-02-04T18:30:00Z,GAC6R,189.1764706
2018-02-04T18:30:00Z,GJLB2,121.2827778
2018-02-04T18:30:00Z,HANW9,170.5
2018-02-04T18:30:00Z,HM74A,187
2018-02-04T18:30:00Z,KZ9W9,105.3701563
2018-02-04T18:30:00Z,P8JA5,152.2
2018-02-04T18:30:00Z,PJNW1,104.0227778
2018-02-05T08:00:00Z,3S31A,10.6
2018-02-05T08:00:00Z,A2FBI,9
2018-02-05T08:00:00Z,DJN0F,8.9
2018-02-05T08:00:00Z,E5P9N,11.3
2018-02-05T08:00:00Z,FRITQ,6.3
2018-02-05T08:00:00Z,H96P6,15.8
2018-02-05T08:00:00Z,PG3MI,24
2018-02-05T08:00:00Z,QJHW4,16
2018-02-05T08:00:00Z,WT52R,4.6
2018-02-05T08:00:00Z,X5DKW,15.5
2018-02-05T08:00:00Z,ZP1FZ,10.4
2018-02-05T08:00:00Z,ZZ8JF,7.8
2018-02-05T16:00:00Z,1X116,22
2018-02-05T16:00:00Z,90BZ1,18.33333333
2018-02-05T16:00:00Z,9Q6TA,24.16666667
2018-02-05T16:00:00Z,KW43U,21.5
2018-02-05T16:00:00Z,VR4WG,27.33333333
2018-02-05T16:00:00Z,XJF9O,19.77777778
2018-02-05T16:00:00Z,XNLVD,22.84615385
2018-02-05T18:30:00Z,1Z2W7,148.2147059
2018-02-05T18:30:00Z,90S79,133.7142857
2018-02-05T18:30:00Z,A7UCQ,95.16527273
2018-02-05T18:30:00Z,D7S1G,94.55
2018-02-05T18:30:00Z,E2AUK,147.7333333
2018-02-05T18:30:00Z,GAC6R,148.7941176
2018-02-05T18:30:00Z,GJLB2,118.560625
2018-02-05T18:30:00Z,HANW9,159.3571429
2018-02-05T18:30:00Z,HM74A,137.3
2018-02-05T18:30:00Z,KZ9W9,90.98461538
2018-02-05T18:30:00Z,P8JA5,115.3076923
2018-02-05T18:30:00Z,PJNW1,81.161875
2018-02-06T08:00:00Z,3S31A,20.3
2018-02-06T08:00:00Z,A2FBI,6
2018-02-06T08:00:00Z,DJN0F,22.1
2018-02-06T08:00:00Z,E5P9N,17.9
2018-02-06T08:00:00Z,FRITQ,10.4
2018-02-06T08:00:00Z,H96P6,13.4
2018-02-06T08:00:00Z,PG3MI,34
2018-02-06T08:00:00Z,WT52R,0.5
2018-02-06T08:00:00Z,X5DKW,18
2018-02-06T08:00:00Z,ZP1FZ,27
2018-02-06T08:00:00Z,ZZ8JF,3.4
2018-02-06T16:00:00Z,1X116,18.3125
2018-02-06T16:00:00Z,90BZ1,16.2
2018-02-06T16:00:00Z,9Q6TA,18.625
2018-02-06T16:00:00Z,KW43U,20.5625
2018-02-06T16:00:00Z,VR4WG,22
2018-02-06T16:00:00Z,XJF9O,52
2018-02-06T16:00:00Z,XNLVD,15.3125
2018-02-06T18:30:00Z,1Z2W7,125.1842105
2018-02-06T18:30:00Z,90S79,121.9473684
2018-02-06T18:30:00Z,A7UCQ,93.31557143
2018-02-06T18:30:00Z,D7S1G,86.37555556
2018-02-06T18:30:00Z,E2AUK,126.9235294
2018-02-06T18:30:00Z,GAC6R,173.9574468
2018-02-06T18:30:00Z,GJLB2,109.9028571
2018-02-06T18:30:00Z,HANW9,132.6428571
2018-02-06T18:30:00Z,HM74A,107.1111111
2018-02-06T18:30:00Z,KZ9W9,83.77449275
2018-02-06T18:30:00Z,P8JA5,122.2702703
2018-02-06T18:30:00Z,PJNW1,83.2295
2018-02-07T08:00:00Z,3S31A,21.6
2018-02-07T08:00:00Z,A2FBI,8
2018-02-07T08:00:00Z,DJN0F,7.9
2018-02-07T08:00:00Z,E5P9N,6.8
2018-02-07T08:00:00Z,FRITQ,33.8
2018-02-07T08:00:00Z,H96P6,23.4
2018-02-07T08:00:00Z,PG3MI,29
2018-02-07T08:00:00Z,X5DKW,16.8
2018-02-07T16:00:00Z,1X116,14.33333333
2018-02-07T16:00:00Z,90BZ1,12.35294118
2018-02-07T16:00:00Z,9Q6TA,17.1875
2018-02-07T16:00:00Z,KW43U,15.82352941
2018-02-07T16:00:00Z,VR4WG,18.52941176
2018-02-07T16:00:00Z,XJF9O,19.11111111
2018-02-07T16:00:00Z,XNLVD,14.6875
2018-02-07T18:30:00Z,1Z2W7,167.5261111
2018-02-07T18:30:00Z,90S79,220.3636364
2018-02-07T18:30:00Z,A7UCQ,156.4443243
2018-02-07T18:30:00Z,D7S1G,120.8542857
2018-02-07T18:30:00Z,E2AUK,213.6266667
2018-02-07T18:30:00Z,GAC6R,252.4468085
2018-02-07T18:30:00Z,GJLB2,131.686
2018-02-07T18:30:00Z,HANW9,202.0666667
2018-02-07T18:30:00Z,HM74A,206.75
2018-02-07T18:30:00Z,KZ9W9,89.42179104
2018-02-07T18:30:00Z,P8JA5,187.0625
2018-02-07T18:30:00Z,PJNW1,125.0204762
2018-02-08T08:00:00Z,3S31A,7.3
2018-02-08T08:00:00Z,A2FBI,7
2018-02-08T08:00:00Z,DJN0F,12.6
2018-02-08T08:00:00Z,E5P9N,12.3
2018-02-08T08:00:00Z,FRITQ,7.9
2018-02-08T08:00:00Z,H96P6,8.5
2018-02-08T08:00:00Z,PG3MI,10
2018-02-08T08:00:00Z,WT52R,2.1
2018-02-08T08:00:00Z,X5DKW,27.8
2018-02-08T08:00:00Z,ZP1FZ,5.4
2018-02-08T08:00:00Z,ZZ8JF,3.2
2018-02-08T16:00:00Z,1X116,24.44444444
2018-02-08T16:00:00Z,90BZ1,20.9
2018-02-08T16:00:00Z,9Q6TA,19.1
2018-02-08T16:00:00Z,KW43U,17.4
2018-02-08T16:00:00Z,VR4WG,25
2018-02-08T16:00:00Z,XJF9O,21.4
2018-02-08T16:00:00Z,XNLVD,19
2018-02-08T18:30:00Z,1Z2W7,161.5041667
2018-02-08T18:30:00Z,90S79,118.7142857
2018-02-08T18:30:00Z,A7UCQ,84.63818182
2018-02-08T18:30:00Z,D7S1G,124.0133333
2018-02-08T18:30:00Z,E2AUK,169.1296296
2018-02-08T18:30:00Z,GAC6R,209.2
2018-02-08T18:30:00Z,GJLB2,110.0409091
2018-02-08T18:30:00Z,HANW9,182.625
2018-02-08T18:30:00Z,HM74A,104.2
2018-02-08T18:30:00Z,KZ9W9,111.8546875
2018-02-08T18:30:00Z,P8JA5,213
2018-02-08T18:30:00Z,PJNW1,103.751
2018-02-09T08:00:00Z,3S31A,18.8
2018-02-09T08:00:00Z,A2FBI,7
2018-02-09T08:00:00Z,DJN0F,11.4
2018-02-09T08:00:00Z,E5P9N,22.3
2018-02-09T08:00:00Z,FRITQ,19.5
2018-02-09T08:00:00Z,H96P6,12.1
2018-02-09T08:00:00Z,PG3MI,16
2018-02-09T08:00:00Z,QJHW4,0.7
2018-02-09T08:00:00Z,WT52R,0.9
2018-02-09T08:00:00Z,X5DKW,15.1
2018-02-09T08:00:00Z,ZZ8JF,5.3
2018-02-09T16:00:00Z,1X116,21.9375
2018-02-09T16:00:00Z,90BZ1,16.3125
2018-02-09T16:00:00Z,9Q6TA,17.58333333
2018-02-09T16:00:00Z,KW43U,14.125
2018-02-09T16:00:00Z,VR4WG,21.5625
2018-02-09T16:00:00Z,XJF9O,18
2018-02-09T16:00:00Z,XNLVD,18.1875
2018-02-09T18:30:00Z,1Z2W7,187.5369231
2018-02-09T18:30:00Z,90S79,180.6470588
2018-02-09T18:30:00Z,A7UCQ,160.4521053
2018-02-09T18:30:00Z,D7S1G,187.7071429
2018-02-09T18:30:00Z,E2AUK,225.2148936
2018-02-09T18:30:00Z,GAC6R,169.0961538
2018-02-09T18:30:00Z,GJLB2,133.0754545
2018-02-09T18:30:00Z,HANW9,237.1333333
2018-02-09T18:30:00Z,HM74A,193.2307692
2018-02-09T18:30:00Z,KZ9W9,149.82
2018-02-09T18:30:00Z,PJNW1,106.0915385
2018-02-10T08:00:00Z,3S31A,12.875
2018-02-10T08:00:00Z,A2FBI,29
2018-02-10T08:00:00Z,DJN0F,26.675
2018-02-10T08:00:00Z,E5P9N,30.975
2018-02-10T08:00:00Z,FRITQ,10.15
2018-02-10T08:00:00Z,H96P6,28.55
2018-02-10T08:00:00Z,PG3MI,19.5
2018-02-10T08:00:00Z,QJHW4,19.75
2018-02-10T08:00:00Z,WT52R,15.85
2018-02-10T08:00:00Z,X5DKW,25.775
2018-02-10T08:00:00Z,ZP1FZ,22.3
2018-02-10T08:00:00Z,ZZ8JF,14.1
2018-02-10T16:00:00Z,1X116,22.6
2018-02-10T16:00:00Z,90BZ1,16.4
2018-02-10T16:00:00Z,9Q6TA,19.4
2018-02-10T16:00:00Z,KW43U,17
2018-02-10T16:00:00Z,VR4WG,20.1
2018-02-10T16:00:00Z,XJF9O,17.55
2018-02-10T16:00:00Z,XNLVD,16
2018-02-10T18:30:00Z,1Z2W7,99.45
2018-02-10T18:30:00Z,90S79,111.0769231
2018-02-10T18:30:00Z,A7UCQ,129.8716667
2018-02-10T18:30:00Z,D7S1G,165.7580645
2018-02-10T18:30:00Z,E2AUK,141.485
2018-02-10T18:30:00Z,GAC6R,136
2018-02-10T18:30:00Z,HANW9,174.2307692
2018-02-10T18:30:00Z,HM74A,138.6153846
2018-02-10T18:30:00Z,KZ9W9,95.26121951
2018-02-10T18:30:00Z,PJNW1,43.24
2018-02-11T08:00:00Z,3S31A,18.1
2018-02-11T08:00:00Z,A2FBI,21
2018-02-11T08:00:00Z,DJN0F,14.1
2018-02-11T08:00:00Z,E5P9N,22.1
2018-02-11T08:00:00Z,FRITQ,33.4
2018-02-11T08:00:00Z,H96P6,25.6
2018-02-11T08:00:00Z,PG3MI,24
2018-02-11T08:00:00Z,QJHW4,9.4
2018-02-11T08:00:00Z,WT52R,17
2018-02-11T08:00:00Z,X5DKW,20.9
2018-02-11T08:00:00Z,ZP1FZ,9.6
2018-02-11T08:00:00Z,ZZ8JF,7.2
2018-02-11T16:00:00Z,1X116,19.5
2018-02-11T16:00:00Z,90BZ1,15.5
2018-02-11T16:00:00Z,9Q6TA,26.5
2018-02-11T16:00:00Z,KW43U,20.5
2018-02-11T16:00:00Z,VR4WG,26.5
2018-02-11T16:00:00Z,XJF9O,20.5
2018-02-11T16:00:00Z,XNLVD,16.5
2018-02-11T18:30:00Z,1Z2W7,62.03833333
2018-02-11T18:30:00Z,90S79,114.4285714
2018-02-11T18:30:00Z,A7UCQ,64.56263158
2018-02-11T18:30:00Z,D7S1G,64.02
2018-02-11T18:30:00Z,E2AUK,71.17142857
2018-02-11T18:30:00Z,GAC6R,74.45454545
2018-02-11T18:30:00Z,GJLB2,67.16666667
2018-02-11T18:30:00Z,HANW9,74.6
2018-02-11T18:30:00Z,HM74A,66.33333333
2018-02-11T18:30:00Z,KZ9W9,77.52894737
2018-02-11T18:30:00Z,PJNW1,58.415
2018-02-12T16:00:00Z,1X116,18.4
2018-02-12T16:00:00Z,90BZ1,16.8
2018-02-12T16:00:00Z,9Q6TA,19.2
2018-02-12T16:00:00Z,KW43U,21.6
2018-02-12T16:00:00Z,VR4WG,27.4
2018-02-12T16:00:00Z,XJF9O,19.2
2018-02-12T16:00:00Z,XNLVD,18.5
2018-02-12T18:30:00Z,1Z2W7,101.6611111
2018-02-12T18:30:00Z,90S79,103.1818182
2018-02-12T18:30:00Z,A7UCQ,94.94769231
2018-02-12T18:30:00Z,D7S1G,112.5133333
2018-02-12T18:30:00Z,E2AUK,112.96875
2018-02-12T18:30:00Z,GAC6R,136.8823529
2018-02-12T18:30:00Z,GJLB2,66.05375
2018-02-12T18:30:00Z,HANW9,112.4285714
2018-02-12T18:30:00Z,HM74A,134
2018-02-12T18:30:00Z,KZ9W9,86.48863636
2018-02-12T18:30:00Z,P8JA5,90.5
2018-02-12T18:30:00Z,PJNW1,55.53777778
2018-02-13T08:00:00Z,3S31A,5.3
2018-02-13T08:00:00Z,A2FBI,4.416666667
2018-02-13T08:00:00Z,DJN0F,9.75
2018-02-13T08:00:00Z,E5P9N,6.375
2018-02-13T08:00:00Z,FRITQ,5.033333333
2018-02-13T08:00:00Z,H96P6,12.83333333
2018-02-13T08:00:00Z,PG3MI,7.916666667
2018-02-13T08:00:00Z,QJHW4,6.9
2018-02-13T08:00:00Z,WT52R,5.036363636
2018-02-13T08:00:00Z,X5DKW,9.281818182
2018-02-13T08:00:00Z,ZP1FZ,5.736363636
2018-02-13T08:00:00Z,ZZ8JF,3.554545455
2018-02-13T16:00:00Z,1X116,20.30769231
2018-02-13T16:00:00Z,90BZ1,13.33333333
2018-02-13T16:00:00Z,9Q6TA,20.16666667
2018-02-13T16:00:00Z,KW43U,13.88888889
2018-02-13T16:00:00Z,VR4WG,23.30769231
2018-02-13T16:00:00Z,XJF9O,17.53846154
2018-02-13T16:00:00Z,XNLVD,19.69230769
2018-02-13T18:30:00Z,1Z2W7,101.114
2018-02-13T18:30:00Z,90S79,66
2018-02-13T18:30:00Z,A7UCQ,58.39626866
2018-02-13T18:30:00Z,D7S1G,52.4
2018-02-13T18:30:00Z,E2AUK,81.595
2018-02-13T18:30:00Z,GAC6R,92.9137931
2018-02-13T18:30:00Z,GJLB2,51.46411765
2018-02-13T18:30:00Z,HANW9,60.4
2018-02-13T18:30:00Z,HM74A,74.38461538
2018-02-13T18:30:00Z,KZ9W9,60.44460317
2018-02-13T18:30:00Z,P8JA5,76.4375
2018-02-13T18:30:00Z,PJNW1,40.12
2018-02-14T08:00:00Z,3S31A,5.418181818
2018-02-14T08:00:00Z,A2FBI,10.5
2018-02-14T08:00:00Z,DJN0F,12.14444444
2018-02-14T08:00:00Z,E5P9N,8.5
2018-02-14T08:00:00Z,FRITQ,12.14166667
2018-02-14T08:00:00Z,H96P6,14.08
2018-02-14T08:00:00Z,PG3MI,9.846153846
2018-02-14T08:00:00Z,QJHW4,7.52
2018-02-14T08:00:00Z,WT52R,17.37272727
2018-02-14T08:00:00Z,X5DKW,11.17692308
2018-02-14T08:00:00Z,ZP1FZ,6.8
2018-02-14T08:00:00Z,ZZ8JF,5.966666667
2018-02-14T16:00:00Z,1X116,31.76923077
2018-02-14T16:00:00Z,90BZ1,21.53846154
2018-02-14T16:00:00Z,9Q6TA,28.15384615
2018-02-14T16:00:00Z,KW43U,26
2018-02-14T16:00:00Z,VR4WG,29.69230769
2018-02-14T16:00:00Z,XJF9O,26.92307692
2018-02-14T16:00:00Z,XNLVD,27.23076923
2018-02-14T18:30:00Z,1Z2W7,83.99352941
2018-02-14T18:30:00Z,90S79,80.64705882
2018-02-14T18:30:00Z,A7UCQ,68.81722222
2018-02-14T18:30:00Z,D7S1G,72.00909091
2018-02-14T18:30:00Z,E2AUK,94.57435897
2018-02-14T18:30:00Z,GAC6R,131.2096774
2018-02-14T18:30:00Z,GJLB2,81.29692308
2018-02-14T18:30:00Z,HANW9,91.94444444
2018-02-14T18:30:00Z,HM74A,86.47368421
2018-02-14T18:30:00Z,KZ9W9,69.32760563
2018-02-14T18:30:00Z,P8JA5,79.61290323
2018-02-14T18:30:00Z,PJNW1,58.935625
2018-02-15T08:00:00Z,3S31A,8.772727273
2018-02-15T08:00:00Z,A2FBI,3.222222222
2018-02-15T08:00:00Z,DJN0F,10.9
2018-02-15T08:00:00Z,E5P9N,6.18
2018-02-15T08:00:00Z,FRITQ,15.96363636
2018-02-15T08:00:00Z,H96P6,7.83
2018-02-15T08:00:00Z,PG3MI,15.7
2018-02-15T08:00:00Z,QJHW4,7.21
2018-02-15T08:00:00Z,WT52R,23.85714286
2018-02-15T08:00:00Z,X5DKW,7.09
2018-02-15T08:00:00Z,ZP1FZ,5.6375
2018-02-15T08:00:00Z,ZZ8JF,2.714285714
2018-02-15T16:00:00Z,1X116,42.83333333
2018-02-15T16:00:00Z,90BZ1,33.66666667
2018-02-15T16:00:00Z,9Q6TA,44.83333333
2018-02-15T16:00:00Z,KW43U,39.5
2018-02-15T16:00:00Z,VR4WG,42
2018-02-15T16:00:00Z,XJF9O,35.83333333
2018-02-15T16:00:00Z,XNLVD,36
2018-02-15T18:30:00Z,1Z2W7,126.6633333
2018-02-15T18:30:00Z,90S79,131.8333333
2018-02-15T18:30:00Z,A7UCQ,110.1813636
2018-02-15T18:30:00Z,D7S1G,93.525
2018-02-15T18:30:00Z,E2AUK,118.6735849
2018-02-15T18:30:00Z,GAC6R,166.44
2018-02-15T18:30:00Z,GJLB2,67.91
2018-02-15T18:30:00Z,HANW9,150.7647059
2018-02-15T18:30:00Z,HM74A,139.9333333
2018-02-15T18:30:00Z,KZ9W9,81.84722222
2018-02-15T18:30:00Z,P8JA5,127.1
2018-02-15T18:30:00Z,PJNW1,66.96
2018-02-16T08:00:00Z,3S31A,5.481818182
2018-02-16T08:00:00Z,A2FBI,4.625
2018-02-16T08:00:00Z,DJN0F,7.7
2018-02-16T08:00:00Z,E5P9N,6.4
2018-02-16T08:00:00Z,FRITQ,15
2018-02-16T08:00:00Z,H96P6,10.36363636
2018-02-16T08:00:00Z,PG3MI,9.363636364
2018-02-16T08:00:00Z,QJHW4,3.866666667
2018-02-16T08:00:00Z,WT52R,13.36666667
2018-02-16T08:00:00Z,X5DKW,8.454545455
2018-02-16T08:00:00Z,ZP1FZ,6.811111111
2018-02-16T08:00:00Z,ZZ8JF,2.625
2018-02-16T16:00:00Z,1X116,18.84615385
2018-02-16T16:00:00Z,90BZ1,13.46153846
2018-02-16T16:00:00Z,9Q6TA,19
2018-02-16T16:00:00Z,KW43U,20.16666667
2018-02-16T16:00:00Z,VR4WG,15.84615385
2018-02-16T16:00:00Z,XJF9O,14.46153846
2018-02-16T16:00:00Z,XNLVD,13.58333333
2018-02-16T18:30:00Z,1Z2W7,117.4136364
2018-02-16T18:30:00Z,90S79,145.1904762
2018-02-16T18:30:00Z,A7UCQ,115.9634884
2018-02-16T18:30:00Z,D7S1G,79.44166667
2018-02-16T18:30:00Z,E2AUK,133.3737705
2018-02-16T18:30:00Z,GAC6R,154.5757576
2018-02-16T18:30:00Z,GJLB2,89.96571429
2018-02-16T18:30:00Z,HANW9,130.8
2018-02-16T18:30:00Z,HM74A,137.9473684
2018-02-16T18:30:00Z,KZ9W9,91.0727907
2018-02-16T18:30:00Z,P8JA5,113.9047619
2018-02-16T18:30:00Z,PJNW1,65.553
2018-02-17T08:00:00Z,3S31A,8.85
2018-02-17T08:00:00Z,A2FBI,10.26315789
2018-02-17T08:00:00Z,DJN0F,10.78421053
2018-02-17T08:00:00Z,E5P9N,13.17368421
2018-02-17T08:00:00Z,FRITQ,13.43
2018-02-17T08:00:00Z,H96P6,12.39473684
2018-02-17T08:00:00Z,PG3MI,11.75
2018-02-17T08:00:00Z,QJHW4,4.872222222
2018-02-17T08:00:00Z,WT52R,4.161538462
2018-02-17T08:00:00Z,X5DKW,12.02
2018-02-17T08:00:00Z,ZP1FZ,7.523529412
2018-02-17T08:00:00Z,ZZ8JF,7.375
2018-02-17T16:00:00Z,1X116,31.13333333
2018-02-17T16:00:00Z,90BZ1,19.33333333
2018-02-17T16:00:00Z,9Q6TA,26.46666667
2018-02-17T16:00:00Z,KW43U,23.86666667
2018-02-17T16:00:00Z,VR4WG,26.8
2018-02-17T16:00:00Z,XJF9O,26.86666667
2018-02-17T16:00:00Z,XNLVD,25.6
2018-02-17T18:30:00Z,1Z2W7,122.9157895
2018-02-17T18:30:00Z,90S79,138.7058824
2018-02-17T18:30:00Z,A7UCQ,109.59025
2018-02-17T18:30:00Z,D7S1G,80.42653061
2018-02-17T18:30:00Z,E2AUK,153.6622951
2018-02-17T18:30:00Z,GAC6R,192.968254
2018-02-17T18:30:00Z,GJLB2,94.495
2018-02-17T18:30:00Z,HANW9,149.7647059
2018-02-17T18:30:00Z,HM74A,170.5294118
2018-02-17T18:30:00Z,KZ9W9,101.9301333
2018-02-17T18:30:00Z,P8JA5,130.3157895
2018-02-17T18:30:00Z,PJNW1,95.23727273
2018-02-18T08:00:00Z,3S31A,8.51
2018-02-18T08:00:00Z,A2FBI,9.526315789
2018-02-18T08:00:00Z,DJN0F,11.69473684
2018-02-18T08:00:00Z,E5P9N,11.27894737
2018-02-18T08:00:00Z,FRITQ,13.83684211
2018-02-18T08:00:00Z,H96P6,13.07368421
2018-02-18T08:00:00Z,PG3MI,12.1
2018-02-18T08:00:00Z,QJHW4,5.121052632
2018-02-18T08:00:00Z,WT52R,5.044444444
2018-02-18T08:00:00Z,X5DKW,12.7125
2018-02-18T08:00:00Z,ZP1FZ,7.926315789
2018-02-18T08:00:00Z,ZZ8JF,7.336842105
2018-02-18T16:00:00Z,1X116,27.63157895
2018-02-18T16:00:00Z,90BZ1,16.05263158
2018-02-18T16:00:00Z,9Q6TA,25.11111111
2018-02-18T16:00:00Z,KW43U,23.05263158
2018-02-18T16:00:00Z,VR4WG,31.84210526
2018-02-18T16:00:00Z,XJF9O,23.33333333
2018-02-18T16:00:00Z,XNLVD,28.73684211
2018-02-18T18:30:00Z,1Z2W7,162.3986364
2018-02-18T18:30:00Z,90S79,156.2
2018-02-18T18:30:00Z,A7UCQ,138.1062195
2018-02-18T18:30:00Z,D7S1G,137.5586207
2018-02-18T18:30:00Z,E2AUK,167.3885246
2018-02-18T18:30:00Z,GAC6R,217.9206349
2018-02-18T18:30:00Z,GJLB2,118.432381
2018-02-18T18:30:00Z,HANW9,156.4090909
2018-02-18T18:30:00Z,HM74A,196.7368421
2018-02-18T18:30:00Z,KZ9W9,143.2358025
2018-02-18T18:30:00Z,P8JA5,132.4
2018-02-18T18:30:00Z,PJNW1,138.9352381
2018-02-19T08:00:00Z,3S31A,3.42
2018-02-19T08:00:00Z,A2FBI,4.461538462
2018-02-19T08:00:00Z,DJN0F,8.007692308
2018-02-19T08:00:00Z,E5P9N,4.938461538
2018-02-19T08:00:00Z,FRITQ,5.190909091
2018-02-19T08:00:00Z,H96P6,7.907692308
2018-02-19T08:00:00Z,PG3MI,4.615384615
2018-02-19T08:00:00Z,QJHW4,4.425
2018-02-19T08:00:00Z,WT52R,4.68
2018-02-19T08:00:00Z,X5DKW,8.253846154
2018-02-19T08:00:00Z,ZP1FZ,5.141666667
2018-02-19T08:00:00Z,ZZ8JF,7.366666667
2018-02-19T16:00:00Z,1X116,28.73333333
2018-02-19T16:00:00Z,90BZ1,20
2018-02-19T16:00:00Z,9Q6TA,28.125
2018-02-19T16:00:00Z,KW43U,23.0625
2018-02-19T16:00:00Z,VR4WG,26
2018-02-19T16:00:00Z,XJF9O,27.52941176
2018-02-19T16:00:00Z,XNLVD,21.8125
2018-02-19T18:30:00Z,1Z2W7,170.9704762
